geo,geo_label,c_resid,c_resid_label,time,value
AT,Austria,AD,Andorra,2021,0
AT,Austria,AD,Andorra,2022,0
AT,Austria,AD,Andorra,2023,0
AT,Austria,AD,Andorra,2024,0
AT,Austria,AD,Andorra,2025,0
BE,Belgium,AD,Andorra,2021,0
BE,Belgium,AD,Andorra,2022,0
BE,Belgium,AD,Andorra,2023,0
BE,Belgium,AD,Andorra,2024,0
BE,Belgium,AD,Andorra,2025,0
BG,Bulgaria,AD,Andorra,2021,0
BG,Bulgaria,AD,Andorra,2022,0
BG,Bulgaria,AD,Andorra,2023,0
BG,Bulgaria,AD,Andorra,2024,0
BG,Bulgaria,AD,Andorra,2025,0
CH,Switzerland,AD,Andorra,2021,0
CH,Switzerland,AD,Andorra,2022,0
CH,Switzerland,AD,Andorra,2023,0
CH,Switzerland,AD,Andorra,2024,0
CH,Switzerland,AD,Andorra,2025,0
CY,Cyprus,AD,Andorra,2021,0
CY,Cyprus,AD,Andorra,2022,0
CY,Cyprus,AD,Andorra,2023,0
CY,Cyprus,AD,Andorra,2024,0
CY,Cyprus,AD,Andorra,2025,0
CZ,Czechia,AD,Andorra,2021,0
CZ,Czechia,AD,Andorra,2022,0
CZ,Czechia,AD,Andorra,2023,0
CZ,Czechia,AD,Andorra,2024,0
CZ,Czechia,AD,Andorra,2025,0
DE,Germany,AD,Andorra,2021,0
DE,Germany,AD,Andorra,2022,0
DE,Germany,AD,Andorra,2023,0
DE,Germany,AD,Andorra,2024,0
DE,Germany,AD,Andorra,2025,0
DK,Denmark,AD,Andorra,2021,0
DK,Denmark,AD,Andorra,2022,0
DK,Denmark,AD,Andorra,2023,0
DK,Denmark,AD,Andorra,2024,0
DK,Denmark,AD,Andorra,2025,0
EE,Estonia,AD,Andorra,2021,0
EE,Estonia,AD,Andorra,2022,0
EE,Estonia,AD,Andorra,2023,0
EE,Estonia,AD,Andorra,2024,0
EE,Estonia,AD,Andorra,2025,0
EL,Greece,AD,Andorra,2021,0
EL,Greece,AD,Andorra,2022,0
EL,Greece,AD,Andorra,2023,0
EL,Greece,AD,Andorra,2024,0
EL,Greece,AD,Andorra,2025,0
ES,Spain,AD,Andorra,2021,0
ES,Spain,AD,Andorra,2022,0
ES,Spain,AD,Andorra,2023,0
ES,Spain,AD,Andorra,2024,0
ES,Spain,AD,Andorra,2025,0
EU27_2020,European Union - 27 countries (from 2020),AD,Andorra,2021,0
EU27_2020,European Union - 27 countries (from 2020),AD,Andorra,2022,0
EU27_2020,European Union - 27 countries (from 2020),AD,Andorra,2023,0
EU27_2020,European Union - 27 countries (from 2020),AD,Andorra,2024,0
EU27_2020,European Union - 27 countries (from 2020),AD,Andorra,2025,0
FI,Finland,AD,Andorra,2021,0
FI,Finland,AD,Andorra,2022,0
FI,Finland,AD,Andorra,2023,0
FI,Finland,AD,Andorra,2024,0
FI,Finland,AD,Andorra,2025,0
FR,France,AD,Andorra,2021,0
FR,France,AD,Andorra,2022,0
FR,France,AD,Andorra,2023,0
FR,France,AD,Andorra,2024,0
FR,France,AD,Andorra,2025,0
HR,Croatia,AD,Andorra,2021,0
HR,Croatia,AD,Andorra,2022,0
HR,Croatia,AD,Andorra,2023,0
HR,Croatia,AD,Andorra,2024,0
HR,Croatia,AD,Andorra,2025,0
HU,Hungary,AD,Andorra,2021,0
HU,Hungary,AD,Andorra,2022,0
HU,Hungary,AD,Andorra,2023,0
HU,Hungary,AD,Andorra,2024,0
HU,Hungary,AD,Andorra,2025,0
IE,Ireland,AD,Andorra,2021,0
IE,Ireland,AD,Andorra,2022,0
IE,Ireland,AD,Andorra,2023,0
IE,Ireland,AD,Andorra,2024,0
IE,Ireland,AD,Andorra,2025,0
IS,Iceland,AD,Andorra,2021,0
IS,Iceland,AD,Andorra,2022,0
IS,Iceland,AD,Andorra,2023,0
IS,Iceland,AD,Andorra,2024,0
IS,Iceland,AD,Andorra,2025,0
IT,Italy,AD,Andorra,2021,0
IT,Italy,AD,Andorra,2022,0
IT,Italy,AD,Andorra,2023,0
IT,Italy,AD,Andorra,2024,0
IT,Italy,AD,Andorra,2025,0
LI,Liechtenstein,AD,Andorra,2021,0
LI,Liechtenstein,AD,Andorra,2022,0
LI,Liechtenstein,AD,Andorra,2023,0
LI,Liechtenstein,AD,Andorra,2024,0
LI,Liechtenstein,AD,Andorra,2025,0
LT,Lithuania,AD,Andorra,2021,0
LT,Lithuania,AD,Andorra,2022,0
LT,Lithuania,AD,Andorra,2023,0
LT,Lithuania,AD,Andorra,2024,0
LT,Lithuania,AD,Andorra,2025,0
LU,Luxembourg,AD,Andorra,2021,0
LU,Luxembourg,AD,Andorra,2022,0
LU,Luxembourg,AD,Andorra,2023,0
LU,Luxembourg,AD,Andorra,2024,0
LU,Luxembourg,AD,Andorra,2025,0
LV,Latvia,AD,Andorra,2021,0
LV,Latvia,AD,Andorra,2022,0
LV,Latvia,AD,Andorra,2023,0
LV,Latvia,AD,Andorra,2024,0
LV,Latvia,AD,Andorra,2025,0
MT,Malta,AD,Andorra,2021,0
MT,Malta,AD,Andorra,2022,0
MT,Malta,AD,Andorra,2023,0
MT,Malta,AD,Andorra,2024,0
MT,Malta,AD,Andorra,2025,0
NL,Netherlands,AD,Andorra,2021,0
NL,Netherlands,AD,Andorra,2022,0
NL,Netherlands,AD,Andorra,2023,0
NL,Netherlands,AD,Andorra,2024,0
NL,Netherlands,AD,Andorra,2025,0
NO,Norway,AD,Andorra,2021,0
NO,Norway,AD,Andorra,2022,0
NO,Norway,AD,Andorra,2023,0
NO,Norway,AD,Andorra,2024,0
NO,Norway,AD,Andorra,2025,0
PL,Poland,AD,Andorra,2021,0
PL,Poland,AD,Andorra,2022,0
PL,Poland,AD,Andorra,2023,0
PL,Poland,AD,Andorra,2024,0
PL,Poland,AD,Andorra,2025,0
PT,Portugal,AD,Andorra,2021,0
PT,Portugal,AD,Andorra,2022,0
PT,Portugal,AD,Andorra,2023,0
PT,Portugal,AD,Andorra,2024,0
PT,Portugal,AD,Andorra,2025,0
RO,Romania,AD,Andorra,2021,0
RO,Romania,AD,Andorra,2022,0
RO,Romania,AD,Andorra,2023,0
RO,Romania,AD,Andorra,2024,0
RO,Romania,AD,Andorra,2025,0
SE,Sweden,AD,Andorra,2021,0
SE,Sweden,AD,Andorra,2022,0
SE,Sweden,AD,Andorra,2023,0
SE,Sweden,AD,Andorra,2024,0
SE,Sweden,AD,Andorra,2025,0
SI,Slovenia,AD,Andorra,2021,0
SI,Slovenia,AD,Andorra,2022,0
SI,Slovenia,AD,Andorra,2023,0
SI,Slovenia,AD,Andorra,2024,0
SI,Slovenia,AD,Andorra,2025,0
SK,Slovakia,AD,Andorra,2021,0
SK,Slovakia,AD,Andorra,2022,0
SK,Slovakia,AD,Andorra,2023,0
SK,Slovakia,AD,Andorra,2024,0
SK,Slovakia,AD,Andorra,2025,0
AT,Austria,AE,United Arab Emirates,2021,0
AT,Austria,AE,United Arab Emirates,2022,0
AT,Austria,AE,United Arab Emirates,2023,0
AT,Austria,AE,United Arab Emirates,2024,0
AT,Austria,AE,United Arab Emirates,2025,0
BE,Belgium,AE,United Arab Emirates,2021,0
BE,Belgium,AE,United Arab Emirates,2022,0
BE,Belgium,AE,United Arab Emirates,2023,0
BE,Belgium,AE,United Arab Emirates,2024,0
BE,Belgium,AE,United Arab Emirates,2025,0
BG,Bulgaria,AE,United Arab Emirates,2021,0
BG,Bulgaria,AE,United Arab Emirates,2022,0
BG,Bulgaria,AE,United Arab Emirates,2023,0
BG,Bulgaria,AE,United Arab Emirates,2024,0
BG,Bulgaria,AE,United Arab Emirates,2025,0
CH,Switzerland,AE,United Arab Emirates,2021,0
CH,Switzerland,AE,United Arab Emirates,2022,0
CH,Switzerland,AE,United Arab Emirates,2023,0
CH,Switzerland,AE,United Arab Emirates,2024,0
CH,Switzerland,AE,United Arab Emirates,2025,0
CY,Cyprus,AE,United Arab Emirates,2021,0
CY,Cyprus,AE,United Arab Emirates,2022,0
CY,Cyprus,AE,United Arab Emirates,2023,0
CY,Cyprus,AE,United Arab Emirates,2024,0
CY,Cyprus,AE,United Arab Emirates,2025,0
CZ,Czechia,AE,United Arab Emirates,2021,0
CZ,Czechia,AE,United Arab Emirates,2022,0
CZ,Czechia,AE,United Arab Emirates,2023,0
CZ,Czechia,AE,United Arab Emirates,2024,0
CZ,Czechia,AE,United Arab Emirates,2025,0
DE,Germany,AE,United Arab Emirates,2021,0
DE,Germany,AE,United Arab Emirates,2022,0
DE,Germany,AE,United Arab Emirates,2023,0
DE,Germany,AE,United Arab Emirates,2024,0
DE,Germany,AE,United Arab Emirates,2025,0
DK,Denmark,AE,United Arab Emirates,2021,0
DK,Denmark,AE,United Arab Emirates,2022,0
DK,Denmark,AE,United Arab Emirates,2023,0
DK,Denmark,AE,United Arab Emirates,2024,0
DK,Denmark,AE,United Arab Emirates,2025,0
EE,Estonia,AE,United Arab Emirates,2021,0
EE,Estonia,AE,United Arab Emirates,2022,0
EE,Estonia,AE,United Arab Emirates,2023,0
EE,Estonia,AE,United Arab Emirates,2024,0
EE,Estonia,AE,United Arab Emirates,2025,0
EL,Greece,AE,United Arab Emirates,2021,0
EL,Greece,AE,United Arab Emirates,2022,0
EL,Greece,AE,United Arab Emirates,2023,0
EL,Greece,AE,United Arab Emirates,2024,0
EL,Greece,AE,United Arab Emirates,2025,0
ES,Spain,AE,United Arab Emirates,2021,0
ES,Spain,AE,United Arab Emirates,2022,0
ES,Spain,AE,United Arab Emirates,2023,0
ES,Spain,AE,United Arab Emirates,2024,0
ES,Spain,AE,United Arab Emirates,2025,0
EU27_2020,European Union - 27 countries (from 2020),AE,United Arab Emirates,2021,65
EU27_2020,European Union - 27 countries (from 2020),AE,United Arab Emirates,2022,5
EU27_2020,European Union - 27 countries (from 2020),AE,United Arab Emirates,2023,10
EU27_2020,European Union - 27 countries (from 2020),AE,United Arab Emirates,2024,5
EU27_2020,European Union - 27 countries (from 2020),AE,United Arab Emirates,2025,0
FI,Finland,AE,United Arab Emirates,2021,0
FI,Finland,AE,United Arab Emirates,2022,0
FI,Finland,AE,United Arab Emirates,2023,10
FI,Finland,AE,United Arab Emirates,2024,0
FI,Finland,AE,United Arab Emirates,2025,0
FR,France,AE,United Arab Emirates,2021,0
FR,France,AE,United Arab Emirates,2022,0
FR,France,AE,United Arab Emirates,2023,0
FR,France,AE,United Arab Emirates,2024,5
FR,France,AE,United Arab Emirates,2025,0
HR,Croatia,AE,United Arab Emirates,2021,0
HR,Croatia,AE,United Arab Emirates,2022,0
HR,Croatia,AE,United Arab Emirates,2023,0
HR,Croatia,AE,United Arab Emirates,2024,0
HR,Croatia,AE,United Arab Emirates,2025,0
HU,Hungary,AE,United Arab Emirates,2021,0
HU,Hungary,AE,United Arab Emirates,2022,0
HU,Hungary,AE,United Arab Emirates,2023,0
HU,Hungary,AE,United Arab Emirates,2024,0
HU,Hungary,AE,United Arab Emirates,2025,0
IE,Ireland,AE,United Arab Emirates,2021,0
IE,Ireland,AE,United Arab Emirates,2022,0
IE,Ireland,AE,United Arab Emirates,2023,0
IE,Ireland,AE,United Arab Emirates,2024,0
IE,Ireland,AE,United Arab Emirates,2025,0
IS,Iceland,AE,United Arab Emirates,2021,0
IS,Iceland,AE,United Arab Emirates,2022,0
IS,Iceland,AE,United Arab Emirates,2023,0
IS,Iceland,AE,United Arab Emirates,2024,0
IS,Iceland,AE,United Arab Emirates,2025,0
IT,Italy,AE,United Arab Emirates,2021,0
IT,Italy,AE,United Arab Emirates,2022,0
IT,Italy,AE,United Arab Emirates,2023,0
IT,Italy,AE,United Arab Emirates,2024,0
IT,Italy,AE,United Arab Emirates,2025,0
LI,Liechtenstein,AE,United Arab Emirates,2021,0
LI,Liechtenstein,AE,United Arab Emirates,2022,0
LI,Liechtenstein,AE,United Arab Emirates,2023,0
LI,Liechtenstein,AE,United Arab Emirates,2024,0
LI,Liechtenstein,AE,United Arab Emirates,2025,0
LT,Lithuania,AE,United Arab Emirates,2021,0
LT,Lithuania,AE,United Arab Emirates,2022,0
LT,Lithuania,AE,United Arab Emirates,2023,0
LT,Lithuania,AE,United Arab Emirates,2024,0
LT,Lithuania,AE,United Arab Emirates,2025,0
LU,Luxembourg,AE,United Arab Emirates,2021,0
LU,Luxembourg,AE,United Arab Emirates,2022,0
LU,Luxembourg,AE,United Arab Emirates,2023,0
LU,Luxembourg,AE,United Arab Emirates,2024,0
LU,Luxembourg,AE,United Arab Emirates,2025,0
LV,Latvia,AE,United Arab Emirates,2021,0
LV,Latvia,AE,United Arab Emirates,2022,0
LV,Latvia,AE,United Arab Emirates,2023,0
LV,Latvia,AE,United Arab Emirates,2024,0
LV,Latvia,AE,United Arab Emirates,2025,0
MT,Malta,AE,United Arab Emirates,2021,0
MT,Malta,AE,United Arab Emirates,2022,0
MT,Malta,AE,United Arab Emirates,2023,0
MT,Malta,AE,United Arab Emirates,2024,0
MT,Malta,AE,United Arab Emirates,2025,0
NL,Netherlands,AE,United Arab Emirates,2021,0
NL,Netherlands,AE,United Arab Emirates,2022,0
NL,Netherlands,AE,United Arab Emirates,2023,0
NL,Netherlands,AE,United Arab Emirates,2024,0
NL,Netherlands,AE,United Arab Emirates,2025,0
NO,Norway,AE,United Arab Emirates,2021,0
NO,Norway,AE,United Arab Emirates,2022,0
NO,Norway,AE,United Arab Emirates,2023,0
NO,Norway,AE,United Arab Emirates,2024,0
NO,Norway,AE,United Arab Emirates,2025,0
PL,Poland,AE,United Arab Emirates,2021,0
PL,Poland,AE,United Arab Emirates,2022,0
PL,Poland,AE,United Arab Emirates,2023,0
PL,Poland,AE,United Arab Emirates,2024,0
PL,Poland,AE,United Arab Emirates,2025,0
PT,Portugal,AE,United Arab Emirates,2021,0
PT,Portugal,AE,United Arab Emirates,2022,0
PT,Portugal,AE,United Arab Emirates,2023,0
PT,Portugal,AE,United Arab Emirates,2024,0
PT,Portugal,AE,United Arab Emirates,2025,0
RO,Romania,AE,United Arab Emirates,2021,0
RO,Romania,AE,United Arab Emirates,2022,0
RO,Romania,AE,United Arab Emirates,2023,0
RO,Romania,AE,United Arab Emirates,2024,0
RO,Romania,AE,United Arab Emirates,2025,0
SE,Sweden,AE,United Arab Emirates,2021,65
SE,Sweden,AE,United Arab Emirates,2022,5
SE,Sweden,AE,United Arab Emirates,2023,0
SE,Sweden,AE,United Arab Emirates,2024,0
SE,Sweden,AE,United Arab Emirates,2025,0
SI,Slovenia,AE,United Arab Emirates,2021,0
SI,Slovenia,AE,United Arab Emirates,2022,0
SI,Slovenia,AE,United Arab Emirates,2023,0
SI,Slovenia,AE,United Arab Emirates,2024,0
SI,Slovenia,AE,United Arab Emirates,2025,0
SK,Slovakia,AE,United Arab Emirates,2021,0
SK,Slovakia,AE,United Arab Emirates,2022,0
SK,Slovakia,AE,United Arab Emirates,2023,0
SK,Slovakia,AE,United Arab Emirates,2024,0
SK,Slovakia,AE,United Arab Emirates,2025,0
AT,Austria,AF,Afghanistan,2021,0
AT,Austria,AF,Afghanistan,2022,0
AT,Austria,AF,Afghanistan,2023,0
AT,Austria,AF,Afghanistan,2024,0
AT,Austria,AF,Afghanistan,2025,0
BE,Belgium,AF,Afghanistan,2021,0
BE,Belgium,AF,Afghanistan,2022,0
BE,Belgium,AF,Afghanistan,2023,0
BE,Belgium,AF,Afghanistan,2024,0
BE,Belgium,AF,Afghanistan,2025,0
BG,Bulgaria,AF,Afghanistan,2021,0
BG,Bulgaria,AF,Afghanistan,2022,0
BG,Bulgaria,AF,Afghanistan,2023,0
BG,Bulgaria,AF,Afghanistan,2024,0
BG,Bulgaria,AF,Afghanistan,2025,0
CH,Switzerland,AF,Afghanistan,2021,0
CH,Switzerland,AF,Afghanistan,2022,0
CH,Switzerland,AF,Afghanistan,2023,0
CH,Switzerland,AF,Afghanistan,2024,0
CH,Switzerland,AF,Afghanistan,2025,0
CY,Cyprus,AF,Afghanistan,2021,0
CY,Cyprus,AF,Afghanistan,2022,0
CY,Cyprus,AF,Afghanistan,2023,0
CY,Cyprus,AF,Afghanistan,2024,0
CY,Cyprus,AF,Afghanistan,2025,0
CZ,Czechia,AF,Afghanistan,2021,0
CZ,Czechia,AF,Afghanistan,2022,0
CZ,Czechia,AF,Afghanistan,2023,0
CZ,Czechia,AF,Afghanistan,2024,0
CZ,Czechia,AF,Afghanistan,2025,0
DE,Germany,AF,Afghanistan,2021,0
DE,Germany,AF,Afghanistan,2022,0
DE,Germany,AF,Afghanistan,2023,0
DE,Germany,AF,Afghanistan,2024,0
DE,Germany,AF,Afghanistan,2025,0
DK,Denmark,AF,Afghanistan,2021,0
DK,Denmark,AF,Afghanistan,2022,0
DK,Denmark,AF,Afghanistan,2023,0
DK,Denmark,AF,Afghanistan,2024,0
DK,Denmark,AF,Afghanistan,2025,0
EE,Estonia,AF,Afghanistan,2021,0
EE,Estonia,AF,Afghanistan,2022,0
EE,Estonia,AF,Afghanistan,2023,0
EE,Estonia,AF,Afghanistan,2024,0
EE,Estonia,AF,Afghanistan,2025,0
EL,Greece,AF,Afghanistan,2021,0
EL,Greece,AF,Afghanistan,2022,0
EL,Greece,AF,Afghanistan,2023,0
EL,Greece,AF,Afghanistan,2024,0
EL,Greece,AF,Afghanistan,2025,0
ES,Spain,AF,Afghanistan,2021,0
ES,Spain,AF,Afghanistan,2022,0
ES,Spain,AF,Afghanistan,2023,0
ES,Spain,AF,Afghanistan,2024,0
ES,Spain,AF,Afghanistan,2025,0
EU27_2020,European Union - 27 countries (from 2020),AF,Afghanistan,2021,6390
EU27_2020,European Union - 27 countries (from 2020),AF,Afghanistan,2022,160
EU27_2020,European Union - 27 countries (from 2020),AF,Afghanistan,2023,0
EU27_2020,European Union - 27 countries (from 2020),AF,Afghanistan,2024,0
EU27_2020,European Union - 27 countries (from 2020),AF,Afghanistan,2025,5
FI,Finland,AF,Afghanistan,2021,0
FI,Finland,AF,Afghanistan,2022,0
FI,Finland,AF,Afghanistan,2023,0
FI,Finland,AF,Afghanistan,2024,0
FI,Finland,AF,Afghanistan,2025,5
FR,France,AF,Afghanistan,2021,0
FR,France,AF,Afghanistan,2022,0
FR,France,AF,Afghanistan,2023,0
FR,France,AF,Afghanistan,2024,0
FR,France,AF,Afghanistan,2025,0
HR,Croatia,AF,Afghanistan,2021,0
HR,Croatia,AF,Afghanistan,2022,0
HR,Croatia,AF,Afghanistan,2023,0
HR,Croatia,AF,Afghanistan,2024,0
HR,Croatia,AF,Afghanistan,2025,0
HU,Hungary,AF,Afghanistan,2021,0
HU,Hungary,AF,Afghanistan,2022,0
HU,Hungary,AF,Afghanistan,2023,0
HU,Hungary,AF,Afghanistan,2024,0
HU,Hungary,AF,Afghanistan,2025,0
IE,Ireland,AF,Afghanistan,2021,405
IE,Ireland,AF,Afghanistan,2022,160
IE,Ireland,AF,Afghanistan,2023,0
IE,Ireland,AF,Afghanistan,2024,0
IE,Ireland,AF,Afghanistan,2025,0
IS,Iceland,AF,Afghanistan,2021,35
IS,Iceland,AF,Afghanistan,2022,0
IS,Iceland,AF,Afghanistan,2023,0
IS,Iceland,AF,Afghanistan,2024,0
IS,Iceland,AF,Afghanistan,2025,0
IT,Italy,AF,Afghanistan,2021,5990
IT,Italy,AF,Afghanistan,2022,0
IT,Italy,AF,Afghanistan,2023,0
IT,Italy,AF,Afghanistan,2024,0
IT,Italy,AF,Afghanistan,2025,0
LI,Liechtenstein,AF,Afghanistan,2021,0
LI,Liechtenstein,AF,Afghanistan,2022,0
LI,Liechtenstein,AF,Afghanistan,2023,0
LI,Liechtenstein,AF,Afghanistan,2024,0
LI,Liechtenstein,AF,Afghanistan,2025,0
LT,Lithuania,AF,Afghanistan,2021,0
LT,Lithuania,AF,Afghanistan,2022,0
LT,Lithuania,AF,Afghanistan,2023,0
LT,Lithuania,AF,Afghanistan,2024,0
LT,Lithuania,AF,Afghanistan,2025,0
LU,Luxembourg,AF,Afghanistan,2021,0
LU,Luxembourg,AF,Afghanistan,2022,0
LU,Luxembourg,AF,Afghanistan,2023,0
LU,Luxembourg,AF,Afghanistan,2024,0
LU,Luxembourg,AF,Afghanistan,2025,0
LV,Latvia,AF,Afghanistan,2021,0
LV,Latvia,AF,Afghanistan,2022,0
LV,Latvia,AF,Afghanistan,2023,0
LV,Latvia,AF,Afghanistan,2024,0
LV,Latvia,AF,Afghanistan,2025,0
MT,Malta,AF,Afghanistan,2021,0
MT,Malta,AF,Afghanistan,2022,0
MT,Malta,AF,Afghanistan,2023,0
MT,Malta,AF,Afghanistan,2024,0
MT,Malta,AF,Afghanistan,2025,0
NL,Netherlands,AF,Afghanistan,2021,0
NL,Netherlands,AF,Afghanistan,2022,0
NL,Netherlands,AF,Afghanistan,2023,0
NL,Netherlands,AF,Afghanistan,2024,0
NL,Netherlands,AF,Afghanistan,2025,0
NO,Norway,AF,Afghanistan,2021,700
NO,Norway,AF,Afghanistan,2022,105
NO,Norway,AF,Afghanistan,2023,10
NO,Norway,AF,Afghanistan,2024,0
NO,Norway,AF,Afghanistan,2025,5
PL,Poland,AF,Afghanistan,2021,0
PL,Poland,AF,Afghanistan,2022,0
PL,Poland,AF,Afghanistan,2023,0
PL,Poland,AF,Afghanistan,2024,0
PL,Poland,AF,Afghanistan,2025,0
PT,Portugal,AF,Afghanistan,2021,0
PT,Portugal,AF,Afghanistan,2022,0
PT,Portugal,AF,Afghanistan,2023,0
PT,Portugal,AF,Afghanistan,2024,0
PT,Portugal,AF,Afghanistan,2025,0
RO,Romania,AF,Afghanistan,2021,0
RO,Romania,AF,Afghanistan,2022,0
RO,Romania,AF,Afghanistan,2023,0
RO,Romania,AF,Afghanistan,2024,0
RO,Romania,AF,Afghanistan,2025,0
SE,Sweden,AF,Afghanistan,2021,0
SE,Sweden,AF,Afghanistan,2022,0
SE,Sweden,AF,Afghanistan,2023,0
SE,Sweden,AF,Afghanistan,2024,0
SE,Sweden,AF,Afghanistan,2025,0
SI,Slovenia,AF,Afghanistan,2021,0
SI,Slovenia,AF,Afghanistan,2022,0
SI,Slovenia,AF,Afghanistan,2023,0
SI,Slovenia,AF,Afghanistan,2024,0
SI,Slovenia,AF,Afghanistan,2025,0
SK,Slovakia,AF,Afghanistan,2021,0
SK,Slovakia,AF,Afghanistan,2022,0
SK,Slovakia,AF,Afghanistan,2023,0
SK,Slovakia,AF,Afghanistan,2024,0
SK,Slovakia,AF,Afghanistan,2025,0
AT,Austria,AG,Antigua and Barbuda,2021,0
AT,Austria,AG,Antigua and Barbuda,2022,0
AT,Austria,AG,Antigua and Barbuda,2023,0
AT,Austria,AG,Antigua and Barbuda,2024,0
AT,Austria,AG,Antigua and Barbuda,2025,0
BE,Belgium,AG,Antigua and Barbuda,2021,0
BE,Belgium,AG,Antigua and Barbuda,2022,0
BE,Belgium,AG,Antigua and Barbuda,2023,0
BE,Belgium,AG,Antigua and Barbuda,2024,0
BE,Belgium,AG,Antigua and Barbuda,2025,0
BG,Bulgaria,AG,Antigua and Barbuda,2021,0
BG,Bulgaria,AG,Antigua and Barbuda,2022,0
BG,Bulgaria,AG,Antigua and Barbuda,2023,0
BG,Bulgaria,AG,Antigua and Barbuda,2024,0
BG,Bulgaria,AG,Antigua and Barbuda,2025,0
CH,Switzerland,AG,Antigua and Barbuda,2021,0
CH,Switzerland,AG,Antigua and Barbuda,2022,0
CH,Switzerland,AG,Antigua and Barbuda,2023,0
CH,Switzerland,AG,Antigua and Barbuda,2024,0
CH,Switzerland,AG,Antigua and Barbuda,2025,0
CY,Cyprus,AG,Antigua and Barbuda,2021,0
CY,Cyprus,AG,Antigua and Barbuda,2022,0
CY,Cyprus,AG,Antigua and Barbuda,2023,0
CY,Cyprus,AG,Antigua and Barbuda,2024,0
CY,Cyprus,AG,Antigua and Barbuda,2025,0
CZ,Czechia,AG,Antigua and Barbuda,2021,0
CZ,Czechia,AG,Antigua and Barbuda,2022,0
CZ,Czechia,AG,Antigua and Barbuda,2023,0
CZ,Czechia,AG,Antigua and Barbuda,2024,0
CZ,Czechia,AG,Antigua and Barbuda,2025,0
DE,Germany,AG,Antigua and Barbuda,2021,0
DE,Germany,AG,Antigua and Barbuda,2022,0
DE,Germany,AG,Antigua and Barbuda,2023,0
DE,Germany,AG,Antigua and Barbuda,2024,0
DE,Germany,AG,Antigua and Barbuda,2025,0
DK,Denmark,AG,Antigua and Barbuda,2021,0
DK,Denmark,AG,Antigua and Barbuda,2022,0
DK,Denmark,AG,Antigua and Barbuda,2023,0
DK,Denmark,AG,Antigua and Barbuda,2024,0
DK,Denmark,AG,Antigua and Barbuda,2025,0
EE,Estonia,AG,Antigua and Barbuda,2021,0
EE,Estonia,AG,Antigua and Barbuda,2022,0
EE,Estonia,AG,Antigua and Barbuda,2023,0
EE,Estonia,AG,Antigua and Barbuda,2024,0
EE,Estonia,AG,Antigua and Barbuda,2025,0
EL,Greece,AG,Antigua and Barbuda,2021,0
EL,Greece,AG,Antigua and Barbuda,2022,0
EL,Greece,AG,Antigua and Barbuda,2023,0
EL,Greece,AG,Antigua and Barbuda,2024,0
EL,Greece,AG,Antigua and Barbuda,2025,0
ES,Spain,AG,Antigua and Barbuda,2021,0
ES,Spain,AG,Antigua and Barbuda,2022,0
ES,Spain,AG,Antigua and Barbuda,2023,0
ES,Spain,AG,Antigua and Barbuda,2024,0
ES,Spain,AG,Antigua and Barbuda,2025,0
EU27_2020,European Union - 27 countries (from 2020),AG,Antigua and Barbuda,2021,0
EU27_2020,European Union - 27 countries (from 2020),AG,Antigua and Barbuda,2022,0
EU27_2020,European Union - 27 countries (from 2020),AG,Antigua and Barbuda,2023,0
EU27_2020,European Union - 27 countries (from 2020),AG,Antigua and Barbuda,2024,0
EU27_2020,European Union - 27 countries (from 2020),AG,Antigua and Barbuda,2025,0
FI,Finland,AG,Antigua and Barbuda,2021,0
FI,Finland,AG,Antigua and Barbuda,2022,0
FI,Finland,AG,Antigua and Barbuda,2023,0
FI,Finland,AG,Antigua and Barbuda,2024,0
FI,Finland,AG,Antigua and Barbuda,2025,0
FR,France,AG,Antigua and Barbuda,2021,0
FR,France,AG,Antigua and Barbuda,2022,0
FR,France,AG,Antigua and Barbuda,2023,0
FR,France,AG,Antigua and Barbuda,2024,0
FR,France,AG,Antigua and Barbuda,2025,0
HR,Croatia,AG,Antigua and Barbuda,2021,0
HR,Croatia,AG,Antigua and Barbuda,2022,0
HR,Croatia,AG,Antigua and Barbuda,2023,0
HR,Croatia,AG,Antigua and Barbuda,2024,0
HR,Croatia,AG,Antigua and Barbuda,2025,0
HU,Hungary,AG,Antigua and Barbuda,2021,0
HU,Hungary,AG,Antigua and Barbuda,2022,0
HU,Hungary,AG,Antigua and Barbuda,2023,0
HU,Hungary,AG,Antigua and Barbuda,2024,0
HU,Hungary,AG,Antigua and Barbuda,2025,0
IE,Ireland,AG,Antigua and Barbuda,2021,0
IE,Ireland,AG,Antigua and Barbuda,2022,0
IE,Ireland,AG,Antigua and Barbuda,2023,0
IE,Ireland,AG,Antigua and Barbuda,2024,0
IE,Ireland,AG,Antigua and Barbuda,2025,0
IS,Iceland,AG,Antigua and Barbuda,2021,0
IS,Iceland,AG,Antigua and Barbuda,2022,0
IS,Iceland,AG,Antigua and Barbuda,2023,0
IS,Iceland,AG,Antigua and Barbuda,2024,0
IS,Iceland,AG,Antigua and Barbuda,2025,0
IT,Italy,AG,Antigua and Barbuda,2021,0
IT,Italy,AG,Antigua and Barbuda,2022,0
IT,Italy,AG,Antigua and Barbuda,2023,0
IT,Italy,AG,Antigua and Barbuda,2024,0
IT,Italy,AG,Antigua and Barbuda,2025,0
LI,Liechtenstein,AG,Antigua and Barbuda,2021,0
LI,Liechtenstein,AG,Antigua and Barbuda,2022,0
LI,Liechtenstein,AG,Antigua and Barbuda,2023,0
